applied_lat_ms,applied_t,cmd_vx,cmd_yaw,conf,event,frame_age,frame_count,fw_ts,pitch,px,py,pz,roll,size,size_bucket,streak,t,t_proc,torn_frames,tracking,wall,x,x_bin,x_soft,yaw
75.25491702836007,14.097265499993227,0.0,0.0,0.9474777579307556,,0.04771120799705386,174,17554,0.0,1.0978472905071035e-12,8.638642373052369e-14,0.8591966032981873,0.0,0.625,2,1,14.097232625004835,14.069722125015687,0,0,1789192811.556025,-0.444444477558136,2,-0.45359593629837036,0.0
50.16966600669548,14.15720587503165,0.0,0.0,0.947071373462677,,0.04897904105018824,175,17601,0.0,1.105537861777195e-12,8.71517620440812e-14,0.8558723330497742,0.0,0.625,2,2,14.157192834012676,14.15601537504699,0,0,1789192811.615982,-0.444444477558136,2,-0.44277265667915344,0.0
6.313541962299496,14.188233875029255,0.0,26.66666865348816,0.955523669719696,,0.00529879197711125,176,17653,0.0,1.1138430672588684e-12,8.798438187870503e-14,0.8523887991905212,0.0,0.625,2,3,14.188221542048268,14.18721916701179,0,1,1789192811.64701,-0.444444477558136,2,-0.43482470512390137,0.0
22.80066697858274,14.285069250036031,0.2,26.66666865348816,0.9580326676368713,,0.021888541989028454,177,17752,0.0,1.1295184622686638e-12,8.956816408348112e-14,0.8460446000099182,0.0,0.375,1,4,14.28505845903419,14.2841571670142,0,1,1789192811.743849,-0.444444477558136,2,-0.44016730785369873,0.0028172864113003016
11.443625029642135,14.354284083994571,0.2,26.66666865348816,0.9607089757919312,,0.01023195800371468,178,17801,-0.007996862754225731,2.758933419499954e-07,-4.014462540169461e-09,0.842718243598938,9.59513727138983e-07,0.375,1,5,14.354269542032853,14.3530725419987,0,1,1789192811.8130639,-0.444444477558136,2,-0.4569694697856903,0.03731858357787132
5.073999986052513,14.428241834044456,0.0,26.66666865348816,0.9207893013954163,,0.0040101250051520765,179,17901,-2.4591197967529297,0.00019467071979306638,-6.805791485930968e-07,0.836837649345398,0.010233388282358646,0.625,2,6,14.42823091702303,14.427178167039528,0,1,1789192811.8870232,-0.444444477558136,2,-0.43932196497917175,0.36962711811065674
2.1641250350512564,14.505126375006512,0.2,26.66666865348816,0.8559837937355042,,0.0014357920153997838,180,17952,-4.300661087036133,0.0010450840927660465,1.8475973320164485e-06,0.8339575529098511,0.010145412757992744,0.375,1,7,14.505114292027429,14.504398084012792,0,1,1789192811.9639082,-0.444444477558136,2,-0.4201613664627075,0.7795568704605103
9.163000038824975,14.592089334037155,0.2,26.66666865348816,0.9617776274681091,,0.007314083050005138,181,18051,-0.643958568572998,0.005004257429391146,4.1685725591378286e-05,0.8286689519882202,0.07795505970716476,0.375,1,8,14.59206425002776,14.590240667050239,0,1,1789192812.050863,-0.444444477558136,2,-0.4118776023387909,2.09138560295105
6.565833988133818,14.669082292006351,0.0,26.66666865348816,0.9567577242851257,,0.00534704199526459,182,18101,-0.07553978264331818,0.00682665454223752,5.299106487655081e-05,0.8262532353401184,0.07132262736558914,0.625,2,9,14.669069125025999,14.667863542039413,0,1,1789192812.127865,-0.444444477558136,2,-0.40772512555122375,3.047196865081787
6.366416986566037,14.748651709000114,0.0,26.66666865348816,0.8969308137893677,,0.004386666987556964,183,18202,-4.362281322479248,0.009678746573626995,9.960468742065132e-05,0.8217391967773438,0.008312730118632317,0.625,2,10,14.748639917001128,14.74667204200523,0,1,1789192812.207437,-0.444444477558136,2,-0.4063318073749542,5.166347026824951
