applied_lat_ms,applied_t,cmd_vx,cmd_yaw,conf,event,frame_age,frame_count,fw_ts,pitch,px,py,pz,roll,size,size_bucket,t,t_proc,torn_frames,tracking,wall,x,x_bin,x_soft,yaw
224.78145803324878,12.783663042006083,0.0,0.0,0.9916771650314331,,0.041971166036091745,191,15640,0.0,1.2979198878854126e-12,7.167322426749126e-14,0.8472070097923279,0.0,0.375,1,12.60381179198157,12.600852750008926,0,0,1789099741.091913,-0.444444477558136,2,-0.44176143407821655,0.0
220.7069589640014,12.91943408397492,0.0,0.0,0.9934728741645813,,0.05916604201775044,193,15791,0.0,1.3402854130359354e-12,7.225260835594036e-14,0.8418301939964294,0.0,0.375,1,12.759832750016358,12.75789316702867,0,0,1789099741.247935,-0.444444477558136,2,-0.4340512752532959,0.0
220.47354199457914,13.119705084012821,0.2,26.66666865348816,0.9847426414489746,,0.015345541993156075,196,15941,0.0,1.3827902581656226e-12,7.28239896771038e-14,0.8380171060562134,0.0,0.375,1,12.915935792028904,12.914577084011398,0,1,1789099741.4040399,-0.444444477558136,2,-0.43148529529571533,0.0
220.39416700135916,13.254384334024508,0.2,26.66666865348816,0.9810458421707153,,0.035729499999433756,198,16090,0.0,1.4224897301740036e-12,7.335299224585021e-14,0.83525550365448,0.0,0.375,1,13.07131012500031,13.069719667022582,0,1,1789099741.559417,-0.444444477558136,2,-0.4316832423210144,0.0
221.00345796206966,13.400597999978345,0.2,26.66666865348816,0.9955474138259888,,0.0465911669889465,200,16241,-0.53242427110672,2.995234535774216e-05,-7.374590893505228e-08,0.8329380750656128,8.58016028359998e-06,0.375,1,13.227969416999258,13.226185709005222,0,1,1789099741.7160802,-0.444444477558136,2,-0.43130385875701904,0.0014529195614159107
223.0999160092324,13.600995999993756,0.0,26.66666865348816,0.9979105591773987,,0.0035119160311296582,203,16391,-3.8033838272094727,0.0034782097209244967,1.4061700312595349e-05,0.8308817148208618,-0.0001428051182301715,0.625,2,13.383626291994005,13.381408000015654,0,1,1789099741.8717399,-0.444444477558136,2,-0.42377299070358276,0.4791240990161896
222.34274999937043,13.73310583399143,0.0,26.66666865348816,0.9946730732917786,,0.027784582984168082,205,16542,-3.4607269763946533,0.01390017569065094,6.197596667334437e-05,0.8292140960693359,0.08238936960697174,0.625,2,13.539876124996226,13.538547666976228,0,1,1789099742.0279932,-0.444444477558136,2,-0.36007118225097656,2.8580541610717773
224.40333402482793,13.872667209012434,0.0,13.333333432674408,0.9978027939796448,,0.04629470902727917,207,16693,-1.7246510982513428,0.02959975227713585,0.0003534664283506572,0.8279492259025574,-0.0025466708466410637,0.625,2,13.696431167016272,13.694558584014885,0,1,1789099742.184551,-0.2222222238779068,3,-0.22560587525367737,6.907182216644287
220.33383400412276,14.006979209021665,0.2,13.333333432674408,0.9974194765090942,,0.0626068749697879,209,16843,2.5038001537323,0.041548825800418854,0.0008033535559661686,0.8272058963775635,-0.2904377281665802,0.375,1,13.8507247089874,13.84925224998733,0,1,1789099742.338847,-0.2222222238779068,3,-0.21660399436950684,9.556526184082031
224.05416698893532,14.209550916973967,0.0,13.333333432674408,0.9950507283210754,,0.021482459036633372,212,16991,1.6577564477920532,0.0505327470600605,0.0012679481878876686,0.8264749050140381,-0.33632639050483704,0.625,2,14.008891834004316,14.006979209021665,0,1,1789099742.497016,-0.2222222238779068,3,-0.15864689648151398,12.043526649475098
222.41399995982647,14.340303374978248,0.0,0.0,0.9902228116989136,,0.04350266698747873,214,17146,-1.5579142570495605,0.05922752618789673,0.0019313417142257094,0.8256627917289734,-0.24308137595653534,0.625,2,14.162798709003255,14.1613920420059,0,1,1789099742.650927,0.0,4,-0.014394932426512241,15.128291130065918
221.7681669862941,14.474244333978277,0.0,0.0,0.9760158061981201,,0.06540183303877711,216,17340,-0.9385381937026978,0.07619419693946838,0.004498617257922888,0.8246026635169983,-0.1146274209022522,0.625,2,14.319351250014734,14.31787800003076,0,1,1789099742.807482,0.0,4,-0.02004106715321541,17.48145866394043
220.70270800031722,14.672566000022925,0.0,0.0,0.9949280023574829,,0.02238104195566848,219,17490,1.5620263814926147,0.08891896158456802,0.006838753819465637,0.8239131569862366,-0.2965051829814911,0.625,2,14.475872792012524,14.474244333978277,0,1,1789099742.964006,0.0,4,0.06287560611963272,19.09782600402832
220.16791603527963,14.80640175001463,0.0,-13.333333432674408,0.9945048689842224,,0.04223179101245478,221,17640,1.7132046222686768,0.09493064880371094,0.008068300783634186,0.8234607577323914,-0.2925499379634857,0.625,2,14.634115584020037,14.628465624991804,0,1,1789099743.122253,0.2222222238779068,5,0.14534913003444672,20.2209529876709
220.42112500639632,14.984533916984219,0.0,-13.333333432674408,0.9966602325439453,,0.018391417048405856,222,17740,1.621978521347046,0.09716582298278809,0.008556395769119263,0.8232481479644775,-0.21973402798175812,0.625,2,14.783956209023017,14.782504209026229,0,1,1789099743.272095,0.2222222238779068,5,0.14672677218914032,20.682815551757812
220.05499998340383,15.118415875011124,0.2,-13.333333432674408,0.9619032144546509,,0.03987766697537154,224,17890,0.26888707280158997,0.10235583782196045,0.009713866747915745,0.8226160407066345,-0.07943526655435562,0.375,1,14.939805458998308,14.938238542003091,0,1,1789099743.427947,0.2222222238779068,5,0.1785963773727417,20.337297439575195
