# bodies: subj_person_target
1789187365.0476,0.0500,3.5000,-1.5999,0.8500
1789187365.1786,0.1000,3.5000,-1.5995,0.8500
1789187365.2521,0.1500,3.5000,-1.5988,0.8500
1789187365.3224,0.2000,3.5000,-1.5978,0.8500
1789187365.3892,0.2500,3.5000,-1.5966,0.8500
1789187365.4577,0.3000,3.5000,-1.5951,0.8500
1789187365.5269,0.3500,3.5000,-1.5933,0.8500
1789187365.5984,0.4000,3.5000,-1.5912,0.8500
1789187365.6734,0.4500,3.5000,-1.5889,0.8500
1789187365.7436,0.5000,3.5000,-1.5863,0.8500
1789187365.8184,0.5500,3.5000,-1.5834,0.8500
1789187365.8911,0.6000,3.5000,-1.5803,0.8500
1789187365.9607,0.6500,3.5000,-1.5769,0.8500
1789187366.0310,0.7000,3.5000,-1.5732,0.8500
1789187366.1121,0.7500,3.5000,-1.5693,0.8500
1789187366.2219,0.8000,3.5000,-1.5650,0.8500
1789187366.5704,0.8500,3.5000,-1.5605,0.8500
1789187366.6380,0.9000,3.5000,-1.5558,0.8500
1789187366.7508,0.9500,3.5000,-1.5508,0.8500
1789187366.8254,1.0000,3.5000,-1.5455,0.8500
1789187366.8965,1.0500,3.5000,-1.5399,0.8500
1789187366.9655,1.1000,3.5000,-1.5341,0.8500
1789187367.0364,1.1500,3.5000,-1.5280,0.8500
1789187367.1065,1.2000,3.5000,-1.5217,0.8500
1789187367.1738,1.2500,3.5000,-1.5151,0.8500
1789187367.2447,1.3000,3.5000,-1.5082,0.8500
1789187367.3145,1.3500,3.5000,-1.5011,0.8500
1789187367.3910,1.4000,3.5000,-1.4937,0.8500
1789187367.4611,1.4500,3.5000,-1.4861,0.8500
1789187367.5316,1.5000,3.5000,-1.4782,0.8500
1789187367.6024,1.5500,3.5000,-1.4701,0.8500
1789187367.6723,1.6000,3.5000,-1.4617,0.8500
1789187367.7437,1.6500,3.5000,-1.4530,0.8500
1789187367.8262,1.7000,3.5000,-1.4441,0.8500
1789187367.9449,1.7500,3.5000,-1.4350,0.8500
1789187368.0811,1.8000,3.5000,-1.4256,0.8500
1789187368.1656,1.8500,3.5000,-1.4160,0.8500
1789187368.2304,1.9000,3.5000,-1.4061,0.8500
1789187368.2953,1.9500,3.5000,-1.3960,0.8500
1789187368.3610,2.0000,3.5000,-1.3856,0.8500
1789187368.4270,2.0500,3.5000,-1.3751,0.8500
1789187368.4926,2.1000,3.5000,-1.3642,0.8500
1789187368.5585,2.1500,3.5000,-1.3532,0.8500
1789187368.6249,2.2000,3.5000,-1.3419,0.8500
1789187368.6909,2.2500,3.5000,-1.3304,0.8500
1789187368.7574,2.3000,3.5000,-1.3186,0.8500
1789187368.8252,2.3500,3.5000,-1.3066,0.8500
1789187368.8937,2.4000,3.5000,-1.2944,0.8500
1789187368.9645,2.4500,3.5000,-1.2820,0.8500
1789187369.0357,2.5000,3.5000,-1.2694,0.8500
1789187369.1043,2.5500,3.5000,-1.2565,0.8500
1789187369.1731,2.6000,3.5000,-1.2434,0.8500
1789187369.2432,2.6500,3.5000,-1.2302,0.8500
1789187369.3130,2.7000,3.5000,-1.2167,0.8500
1789187369.3916,2.7500,3.5000,-1.2030,0.8500
1789187369.4607,2.8000,3.5000,-1.1890,0.8500
1789187369.5305,2.8500,3.5000,-1.1749,0.8500
1789187369.5990,2.9000,3.5000,-1.1606,0.8500
1789187369.6692,2.9500,3.5000,-1.1461,0.8500
1789187369.7370,3.0000,3.5000,-1.1314,0.8500
1789187369.8029,3.0500,3.5000,-1.1165,0.8500
1789187369.8718,3.1000,3.5000,-1.1014,0.8500
1789187369.9426,3.1500,3.5000,-1.0861,0.8500
1789187370.0127,3.2000,3.5000,-1.0706,0.8500
1789187370.0902,3.2500,3.5000,-1.0550,0.8500
1789187370.1640,3.3000,3.5000,-1.0391,0.8500
1789187370.2341,3.3500,3.5000,-1.0231,0.8500
1789187370.3047,3.4000,3.5000,-1.0069,0.8500
1789187370.3758,3.4500,3.5000,-0.9906,0.8500
1789187370.4480,3.5000,3.5000,-0.9741,0.8500
1789187370.5260,3.5500,3.5000,-0.9574,0.8500
1789187370.5965,3.6000,3.5000,-0.9405,0.8500
1789187370.6688,3.6500,3.5000,-0.9235,0.8500
1789187370.7416,3.7000,3.5000,-0.9063,0.8500
1789187370.8130,3.7500,3.5000,-0.8890,0.8500
1789187370.8932,3.8000,3.5000,-0.8715,0.8500
1789187370.9660,3.8500,3.5000,-0.8538,0.8500
1789187371.0360,3.9000,3.5000,-0.8361,0.8500
1789187371.1063,3.9500,3.5000,-0.8181,0.8500
1789187371.1765,4.0000,3.5000,-0.8001,0.8500
1789187371.2468,4.0500,3.5000,-0.7819,0.8500
1789187371.3185,4.1000,3.5000,-0.7635,0.8500
1789187371.3875,4.1500,3.5000,-0.7451,0.8500
1789187371.4595,4.2000,3.5000,-0.7265,0.8500
1789187371.5310,4.2500,3.5000,-0.7078,0.8500
1789187371.6031,4.3000,3.5000,-0.6889,0.8500
1789187371.6734,4.3500,3.5000,-0.6700,0.8500
1789187371.7400,4.4000,3.5000,-0.6509,0.8500
1789187371.8049,4.4500,3.5000,-0.6317,0.8500
1789187371.8739,4.5000,3.5000,-0.6124,0.8500
1789187371.9449,4.5500,3.5000,-0.5930,0.8500
1789187372.0160,4.6000,3.5000,-0.5735,0.8500
1789187372.0919,4.6500,3.5000,-0.5539,0.8500
1789187372.1626,4.7000,3.5000,-0.5342,0.8500
