cmd_vx,cmd_yaw,conf,event,frame_age,fw_ts,px,py,pz,size,size_bucket,t,tracking,x,x_bin,x_soft,yaw
0.0,0.0,0.39931777119636536,,0.02289879199815914,16860,9.343035243039588e-13,3.4455856137011187e-12,0.8439230918884277,0.125,0,13.624670916993637,0,-0.8888888955116272,0,-0.06517992913722992,0.0
0.0,0.0,0.4164954423904419,,0.003556500014383346,16908,9.433365547040218e-13,3.4790423580205454e-12,0.8422958254814148,0.125,0,13.670697207970079,0,0.0,4,-0.0703161358833313,0.0
0.0,0.0,0.4181954264640808,,0.00207312498241663,17007,9.595407151133384e-13,3.539181968326144e-12,0.8395946025848389,0.125,0,13.742265791981481,0,0.0,4,-0.0687863677740097,0.0
0.0,0.0,0.4249274432659149,,0.003605416975915432,17057,9.68258242681208e-13,3.571582916570004e-12,0.838298499584198,0.125,0,13.811465375008993,0,0.8888888955116272,8,-0.05165836960077286,0.0
0.0,0.0,0.4350317120552063,,0.010828750033397228,17157,9.857609520325106e-13,3.6367458523811624e-12,0.8359193205833435,0.125,0,13.885872541985009,0,0.8888888955116272,8,-0.05086319148540497,0.0
0.0,0.0,0.43461713194847107,,0.01965408300748095,17207,9.954186997243597e-13,3.672757844380703e-12,0.8347574472427368,0.125,0,13.961247249972075,0,0.8888888955116272,8,-0.04557327181100845,0.0
0.0,0.0,0.44697391986846924,,0.0024415000225417316,17258,1.0051630751697904e-12,3.709134995671937e-12,0.8337073922157288,0.125,0,14.00940995797282,0,0.8888888955116272,8,-0.05107811093330383,0.0
0.0,0.0,0.43637627363204956,,0.006113584036938846,17357,1.025597141934842e-12,3.785528748107003e-12,0.8318941593170166,0.125,0,14.081200374988839,0,0.8888888955116272,8,-0.04835186153650284,0.0
0.0,0.0,0.43864285945892334,,0.012403125001583248,17407,1.0337505591123675e-12,3.816084167412859e-12,0.8312385678291321,0.125,0,14.154513874964323,0,0.8888888955116272,8,-0.04905851185321808,0.0
0.0,0.0,0.44504374265670776,,0.01465545903192833,17458,1.0441380832865166e-12,3.855030010491145e-12,0.8305475115776062,0.125,0,14.225014541996643,0,0.8888888955116272,8,-0.0521596297621727,0.0
0.0,0.0,0.4454903304576874,,0.01598799997009337,17558,1.0652046735989962e-12,3.934142508293936e-12,0.8294152021408081,0.125,0,14.293632832996082,0,0.8888888955116272,8,-0.05547090247273445,0.0
0.0,0.0,0.4390599727630615,,0.017738041002303362,17608,1.075540156068866e-12,3.973035008625336e-12,0.8289411664009094,0.125,0,14.361754333018325,0,0.8888888955116272,8,-0.06191620975732803,0.0
0.0,0.0,0.4415602385997772,,0.024810792005155236,17707,1.0958818488088218e-12,4.0496911379861444e-12,0.8281865119934082,0.125,0,14.434149875014555,0,0.8888888955116272,8,-0.0629582479596138,0.0
0.0,0.0,0.441951185464859,,0.006113165989518166,17758,1.1083282729085209e-12,4.0966618118642995e-12,0.8278214931488037,0.125,0,14.480882124975324,0,0.8888888955116272,8,-0.06210559606552124,0.0
0.0,0.0,0.43700718879699707,,0.014711832976900041,17807,1.1196878927505205e-12,4.1395931821286425e-12,0.8275179862976074,0.125,0,14.555875791993458,0,0.8888888955116272,8,-0.06074044853448868,0.0
0.0,0.0,0.4365910589694977,,0.022265540959779173,17907,1.1405042492015904e-12,4.218386057130985e-12,0.8270543813705444,0.125,0,14.629907624970656,0,0.8888888955116272,8,-0.06123526394367218,0.0
0.0,0.0,0.44049200415611267,,0.02394474996253848,17958,1.1522002969777123e-12,4.262711711389144e-12,0.8268457651138306,0.125,0,14.701097875018604,0,0.8888888955116272,8,-0.06169614940881729,0.0
0.0,0.0,0.439488023519516,,0.001141166954766959,18007,1.1633655193701853e-12,4.305088837502913e-12,0.8266560435295105,0.125,0,14.745812457986176,0,0.8888888955116272,8,-0.06452909857034683,0.0
0.0,0.0,0.43907588720321655,,0.009718250017613173,18059,1.1758781882226232e-12,4.3526137555316424e-12,0.8264700770378113,0.125,0,14.819377416977659,0,-0.8888888955116272,0,-0.06794564425945282,0.0
0.0,0.0,0.43895667791366577,,0.013858417049050331,18157,1.1979109110910047e-12,4.436426486592593e-12,0.8261594772338867,0.125,0,14.889534417015966,0,-0.8888888955116272,0,-0.06859265267848969,0.0
0.0,0.0,0.43773287534713745,,0.015850000025238842,18207,1.2098503622548495e-12,4.48191310453705e-12,0.8259983658790588,0.125,0,14.959511458000634,0,-0.8888888955116272,0,-0.06810896098613739,0.0
0.0,0.0,0.4331930875778198,,0.0006396669778041542,18258,1.2224595251006387e-12,4.529983159418105e-12,0.8258314728736877,0.125,0,15.009568458015565,0,-0.8888888955116272,0,-0.07092292606830597,0.0
0.0,0.0,0.4312621057033539,,0.0009426249889656901,18307,1.2349345721376914e-12,4.5775904768119435e-12,0.8256632089614868,0.125,0,15.076479749986902,0,-0.8888888955116272,0,-0.07299543172121048,0.0
0.0,0.0,0.43530479073524475,,0.006062875036150217,18407,1.260470569065808e-12,4.675177779633888e-12,0.8253154754638672,0.125,0,15.148596166982315,0,-0.8888888955116272,0,-0.07161380350589752,0.0
0.0,0.0,0.43475624918937683,,0.009847790992353112,18459,1.2707314584262108e-12,4.7144575569813e-12,0.8251693248748779,0.125,0,15.217549583001528,0,-0.8888888955116272,0,-0.07548045367002487,0.0
0.0,0.0,0.43327564001083374,,0.01516258396441117,18558,1.2978564620583222e-12,4.8183622890218825e-12,0.8247559666633606,0.125,0,15.289865874976385,0,-0.8888888955116272,0,-0.07610524445772171,0.0
0.0,0.0,0.4336925446987152,,0.018487041001208127,18608,1.3114114828793877e-12,4.870364962022977e-12,0.8245427012443542,0.125,0,15.360066082968842,0,-0.8888888955116272,0,-0.0790894627571106,0.0
0.0,0.0,0.4318176209926605,,0.0012309580342844129,18658,1.3248710939092745e-12,4.9220306649888634e-12,0.8243253231048584,0.125,0,15.408096499973908,0,-0.8888888955116272,0,-0.08323447406291962,0.0
0.0,0.0,0.4335766136646271,,0.005455750040709972,18707,1.3362686608273111e-12,4.965830264352933e-12,0.8241410851478577,0.125,0,15.47832512500463,0,-0.8888888955116272,0,-0.08153623342514038,0.0
0.0,0.0,0.4305512011051178,,0.009814207965973765,18808,1.3646396295960428e-12,5.074947840438826e-12,0.8236762881278992,0.125,0,15.550383707974106,0,-0.8888888955116272,0,-0.0794188529253006,0.0
0.0,0.0,0.4298519790172577,,0.018354374973569065,18859,1.3777149993760007e-12,5.125294719882101e-12,0.8234553337097168,0.125,0,15.62457116699079,0,-0.8888888955116272,0,-0.0834556519985199,0.0
