1789088494.4566,0.0500,3.5000,-1.0000
1789088494.5714,0.1000,3.5000,-1.0000
1789088494.6568,0.1500,3.5000,-1.0000
1789088494.7438,0.2000,3.5000,-1.0000
1789088494.8104,0.2500,3.5000,-1.0000
1789088494.8771,0.3000,3.5000,-1.0000
1789088494.9443,0.3500,3.5000,-1.0000
1789088495.0137,0.4000,3.5000,-1.0000
1789088495.0802,0.4500,3.5000,-1.0000
1789088495.1460,0.5000,3.5000,-1.0000
1789088495.2120,0.5500,3.5000,-1.0000
1789088495.2778,0.6000,3.5000,-1.0000
1789088495.3453,0.6500,3.5000,-1.0000
1789088495.4108,0.7000,3.5000,-1.0000
1789088495.4772,0.7500,3.5000,-1.0000
1789088495.5443,0.8000,3.5000,-1.0000
1789088495.6101,0.8500,3.5000,-1.0000
1789088495.6776,0.9000,3.5000,-1.0000
1789088495.7455,0.9500,3.5000,-1.0000
1789088495.8128,1.0000,3.5000,-1.0000
1789088495.8799,1.0500,3.5000,-1.0000
1789088495.9460,1.1000,3.5000,-1.0000
1789088496.0123,1.1500,3.5000,-1.0000
1789088496.0786,1.2000,3.5000,-1.0000
1789088496.1445,1.2500,3.5000,-1.0000
1789088496.2116,1.3000,3.5000,-1.0000
1789088496.2794,1.3500,3.5000,-1.0000
1789088496.3456,1.4000,3.5000,-1.0000
1789088496.4118,1.4500,3.5000,-1.0000
1789088496.4781,1.5000,3.5000,-1.0000
1789088496.5460,1.5500,3.5000,-1.0000
1789088496.6114,1.6000,3.5000,-1.0000
1789088496.6783,1.6500,3.5000,-1.0000
1789088496.7428,1.7000,3.5000,-1.0000
1789088496.8100,1.7500,3.5000,-1.0000
1789088496.8766,1.8000,3.5000,-1.0000
1789088496.9431,1.8500,3.5000,-1.0000
1789088497.0201,1.9000,3.5000,-1.0000
1789088497.1114,1.9500,3.5000,-1.0000
1789088497.1837,2.0000,3.5000,-1.0000
1789088497.2801,2.0500,3.5000,-1.0000
1789088497.3453,2.1000,3.5000,-1.0000
1789088497.4118,2.1500,3.5000,-1.0000
1789088497.4776,2.2000,3.5000,-1.0000
1789088497.5434,2.2500,3.5000,-1.0000
1789088497.6124,2.3000,3.5000,-1.0000
1789088497.6782,2.3500,3.5000,-1.0000
1789088497.7445,2.4000,3.5000,-1.0000
1789088497.8112,2.4500,3.5000,-1.0000
1789088497.8777,2.5000,3.5000,-1.0000
1789088497.9453,2.5500,3.5000,-1.0000
1789088498.0144,2.6000,3.5000,-1.0000
1789088498.0804,2.6500,3.5000,-1.0000
1789088498.1481,2.7000,3.5000,-1.0000
1789088498.2150,2.7500,3.5000,-1.0000
1789088498.2826,2.8000,3.5000,-1.0000
1789088498.3495,2.8500,3.5000,-1.0000
1789088498.4166,2.9000,3.5000,-1.0000
1789088498.4838,2.9500,3.5000,-1.0000
1789088498.5517,3.0000,3.5000,-1.0000
1789088498.6188,3.0500,3.5000,-1.0000
1789088498.6863,3.1000,3.5000,-1.0000
1789088498.7534,3.1500,3.5000,-1.0000
1789088498.8262,3.2000,3.5000,-1.0000
1789088498.8927,3.2500,3.5000,-1.0000
1789088498.9595,3.3000,3.5000,-1.0000
1789088499.0263,3.3500,3.5000,-1.0000
1789088499.0937,3.4000,3.5000,-1.0000
1789088499.1607,3.4500,3.5000,-1.0000
1789088499.2273,3.5000,3.5000,-1.0000
1789088499.2956,3.5500,3.5000,-1.0000
1789088499.3613,3.6000,3.5000,-1.0000
1789088499.4274,3.6500,3.5000,-1.0000
1789088499.4958,3.7000,3.5000,-1.0000
1789088499.5626,3.7500,3.5000,-1.0000
1789088499.6291,3.8000,3.5000,-1.0000
1789088499.6948,3.8500,3.5000,-1.0000
1789088499.7606,3.9000,3.5000,-1.0000
1789088499.8273,3.9500,3.5000,-1.0000
1789088499.8935,4.0000,3.5000,-1.0000
1789088499.9607,4.0500,3.5000,-1.0000
1789088500.0272,4.1000,3.5000,-1.0000
1789088500.0939,4.1500,3.5000,-1.0000
1789088500.1619,4.2000,3.5000,-1.0000
1789088500.2282,4.2500,3.5000,-1.0000
1789088500.2948,4.3000,3.5000,-1.0000
1789088500.3622,4.3500,3.5000,-1.0000
1789088500.4287,4.4000,3.5000,-1.0000
1789088500.4951,4.4500,3.5000,-1.0000
1789088500.5607,4.5000,3.5000,-1.0000
1789088500.6274,4.5500,3.5000,-1.0000
1789088500.6960,4.6000,3.5000,-1.0000
1789088500.7625,4.6500,3.5000,-1.0000
1789088500.8292,4.7000,3.5000,-1.0000
1789088500.8957,4.7500,3.5000,-1.0000
1789088500.9618,4.8000,3.5000,-1.0000
1789088501.0277,4.8500,3.5000,-1.0000
1789088501.0943,4.9000,3.5000,-1.0000
1789088501.1604,4.9500,3.5000,-1.0000
1789088501.2265,5.0000,3.5000,-1.0000
1789088501.2945,5.0500,3.5000,-1.0000
1789088501.3628,5.1000,3.5000,-1.0000
1789088501.4290,5.1500,3.5000,-1.0000
1789088501.4946,5.2000,3.5000,-1.0000
1789088501.5621,5.2500,3.5000,-1.0000
1789088501.6280,5.3000,3.5000,-1.0000
1789088501.6941,5.3500,3.5000,-1.0000
1789088501.7612,5.4000,3.5000,-1.0000
1789088501.8273,5.4500,3.5000,-1.0000
1789088501.8950,5.5000,3.5000,-1.0000
1789088501.9610,5.5500,3.5000,-1.0000
1789088502.0278,5.6000,3.5000,-1.0000
1789088502.0935,5.6500,3.5000,-1.0000
1789088502.1598,5.7000,3.5000,-1.0000
1789088502.2281,5.7500,3.5000,-1.0000
1789088502.2964,5.8000,3.5000,-1.0000
1789088502.3627,5.8500,3.5000,-1.0000
1789088502.4295,5.9000,3.5000,-1.0000
