1789099627.9513,0.0500,3.5000,-1.0000
1789099628.0722,0.1000,3.5000,-1.0000
1789099628.1649,0.1500,3.5000,-1.0000
1789099628.2437,0.2000,3.5000,-1.0000
1789099628.3136,0.2500,3.5000,-1.0000
1789099628.3796,0.3000,3.5000,-1.0000
1789099628.4469,0.3500,3.5000,-1.0000
1789099628.5155,0.4000,3.5000,-1.0000
1789099628.5795,0.4500,3.5000,-1.0000
1789099628.6449,0.5000,3.5000,-1.0000
1789099628.7103,0.5500,3.5000,-1.0000
1789099628.7796,0.6000,3.5000,-1.0000
1789099628.8463,0.6500,3.5000,-1.0000
1789099628.9127,0.7000,3.5000,-1.0000
1789099628.9800,0.7500,3.5000,-1.0000
1789099629.0448,0.8000,3.5000,-1.0000
1789099629.1123,0.8500,3.5000,-1.0000
1789099629.1779,0.9000,3.5000,-1.0000
1789099629.2447,0.9500,3.5000,-1.0000
1789099629.3107,1.0000,3.5000,-1.0000
1789099629.3794,1.0500,3.5000,-1.0000
1789099629.4430,1.1000,3.5000,-1.0000
1789099629.5078,1.1500,3.5000,-1.0000
1789099629.5729,1.2000,3.5000,-1.0000
1789099629.6387,1.2500,3.5000,-1.0000
1789099629.7079,1.3000,3.5000,-1.0000
1789099629.7738,1.3500,3.5000,-1.0000
1789099629.8394,1.4000,3.5000,-1.0000
1789099629.9066,1.4500,3.5000,-1.0000
1789099629.9739,1.5000,3.5000,-1.0000
1789099630.0402,1.5500,3.5000,-1.0000
1789099630.1067,1.6000,3.5000,-1.0000
1789099630.1745,1.6500,3.5000,-1.0000
1789099630.2408,1.7000,3.5000,-1.0000
1789099630.3078,1.7500,3.5000,-1.0000
1789099630.3744,1.8000,3.5000,-1.0000
1789099630.4505,1.8500,3.5000,-1.0000
1789099630.5495,1.9000,3.5000,-1.0000
1789099630.6192,1.9500,3.5000,-1.0000
1789099630.6886,2.0000,3.5000,-1.0000
1789099630.7567,2.0500,3.5000,-1.0000
1789099630.8234,2.1000,3.5000,-1.0000
1789099630.8889,2.1500,3.5000,-1.0000
1789099630.9552,2.2000,3.5000,-1.0000
1789099631.0216,2.2500,3.5000,-1.0000
1789099631.0879,2.3000,3.5000,-1.0000
1789099631.1540,2.3500,3.5000,-1.0000
1789099631.2206,2.4000,3.5000,-1.0000
1789099631.2855,2.4500,3.5000,-1.0000
1789099631.3511,2.5000,3.5000,-1.0000
1789099631.4160,2.5500,3.5000,-1.0000
1789099631.4818,2.6000,3.5000,-1.0000
1789099631.5487,2.6500,3.5000,-1.0000
1789099631.6155,2.7000,3.5000,-1.0000
1789099631.6823,2.7500,3.5000,-1.0000
1789099631.7495,2.8000,3.5000,-1.0000
1789099631.8165,2.8500,3.5000,-1.0000
1789099631.8842,2.9000,3.5000,-1.0000
1789099631.9515,2.9500,3.5000,-1.0000
1789099632.0190,3.0000,3.5000,-1.0000
1789099632.0871,3.0500,3.5000,-1.0000
1789099632.1527,3.1000,3.5000,-1.0000
1789099632.2175,3.1500,3.5000,-1.0000
